formula, size, total, solver, subsumption, reverse
P0.5N2L10.form432, 13, 4, 1, 0, 0, false
P0.5N2L10.form433, 13, 2, 0, 0, 0, false
P0.5N2L10.form434, 10, 3, 1, 0, 0, false
P0.5N2L10.form435, 19, 3, 1, 0, 0, false
P0.5N2L10.form436, 10, 2, 0, 0, 0, false
P0.5N2L10.form437, 10, 3, 0, 0, 0, false
P0.5N2L10.form438, 13, 3, 0, 0, 0, false
P0.5N2L10.form439, 16, 2, 0, 0, 0, false
P0.5N2L10.form440, 16, 2, 0, 0, 0, false
P0.5N2L10.form441, 13, 2, 0, 0, 0, false
P0.5N2L10.form442, 16, 3, 1, 0, 0, false
P0.5N2L10.form443, 13, 3, 1, 0, 0, false
P0.5N2L10.form444, 16, 2, 0, 0, 0, false
P0.5N2L10.form445, 16, 2, 0, 0, 0, false
P0.5N2L10.form446, 13, 3, 1, 0, 0, false
P0.5N2L10.form447, 13, 2, 0, 0, 0, false
P0.5N2L10.form448, 10, 3, 0, 0, 0, false
P0.5N2L10.form449, 10, 3, 0, 0, 0, false
P0.5N2L10.form450, 13, 7, 0, 0, 1, false
P0.5N2L10.form451, 16, 3, 1, 0, 1, false
P0.5N2L10.form452, 22, 3, 1, 0, 0, false
P0.5N2L10.form453, 13, 2, 0, 0, 0, false
P0.5N2L10.form454, 10, 2, 0, 0, 0, false
P0.5N2L10.form455, 19, 2, 0, 0, 0, false
P0.5N2L10.form456, 13, 2, 0, 0, 0, false
P0.5N2L10.form457, 16, 2, 0, 0, 0, false
P0.5N2L10.form458, 16, 2, 0, 0, 0, false
P0.5N2L10.form459, 10, 2, 0, 0, 0, false
P0.5N2L10.form460, 10, 2, 0, 0, 0, false
P0.5N2L10.form461, 13, 2, 0, 0, 0, false
P0.5N2L10.form462, 13, 2, 0, 0, 0, false
P0.5N2L10.form463, 13, 2, 0, 0, 0, false
P0.5N2L10.form464, 10, 2, 0, 0, 0, false
P0.5N2L10.form465, 13, 3, 0, 0, 0, false
P0.5N2L10.form466, 16, 5, 0, 0, 0, false
P0.5N2L10.form467, 13, 3, 0, 0, 1, false
P0.5N2L10.form468, 13, 2, 0, 0, 1, false
P0.5N2L10.form469, 16, 2, 0, 0, 0, false
P0.5N2L10.form470, 13, 2, 0, 0, 0, false
P0.5N2L10.form471, 13, 2, 0, 0, 0, false
P0.5N2L10.form472, 13, 3, 0, 0, 0, false
P0.5N2L10.form473, 16, 2, 0, 0, 0, false
P0.5N2L10.form474, 13, 2, 0, 0, 0, false
P0.5N2L10.form475, 13, 2, 0, 0, 0, false
P0.5N2L10.form476, 10, 3, 0, 1, 0, false
P0.5N2L10.form477, 10, 3, 1, 0, 0, false
P0.5N2L10.form478, 13, 2, 0, 0, 0, false
P0.5N2L10.form479, 13, 3, 0, 0, 0, false
P0.5N2L10.form480, 13, 3, 0, 0, 0, false
P0.5N2L10.form481, 10, 3, 0, 0, 0, false
P0.5N2L10.form482, 13, 4, 0, 0, 0, false
P0.5N2L10.form483, 10, 4, 0, 0, 0, false
P0.5N2L10.form484, 10, 3, 0, 1, 0, false
P0.5N2L10.form485, 16, 2, 0, 0, 0, false
P0.5N2L10.form486, 13, 3, 0, 0, 0, false
P0.5N2L10.form487, 16, 3, 0, 0, 0, false
P0.5N2L10.form488, 10, 3, 0, 0, 0, false
P0.5N2L10.form489, 13, 2, 0, 0, 0, false
P0.5N2L10.form490, 10, 3, 1, 0, 0, false
P0.5N2L10.form491, 13, 2, 0, 0, 0, false
P0.5N2L10.form492, 13, 2, 0, 0, 0, false
P0.5N2L10.form493, 13, 2, 0, 0, 0, false
P0.5N2L10.form494, 13, 3, 0, 0, 0, false
P0.5N2L10.form495, 19, 2, 0, 0, 0, false
P0.5N2L10.form496, 13, 3, 0, 0, 0, false
P0.5N2L10.form497, 13, 3, 1, 0, 0, false
P0.5N2L10.form498, 10, 3, 0, 0, 0, false
P0.5N2L10.form499, 13, 3, 0, 0, 0, false
P0.5N2L100.form, 136, 13, 0, 4, 17, true
P0.5N2L100.form1, 127, 5, 0, 1, 1, false
P0.5N2L100.form2, 130, 2, 0, 0, 0, false
P0.5N2L100.form3, 142, 7, 0, 0, 55, true
P0.5N2L100.form4, 133, 4, 0, 0, 0, false
P0.5N2L100.form5, 157, 5, 0, 2, 0, false
P0.5N2L100.form6, 139, 8, 0, 0, 1, false
P0.5N2L100.form7, 127, 3, 0, 0, 1, false
P0.5N2L100.form8, 142, 2, 0, 0, 0, false
P0.5N2L100.form9, 130, 3, 0, 0, 1, false
P0.5N2L100.form10, 130, 4, 0, 1, 0, false
P0.5N2L100.form11, 130, 3, 0, 0, 0, false
P0.5N2L100.form12, 136, 5, 1, 0, 0, false
P0.5N2L100.form13, 130, 6, 0, 1, 0, false
P0.5N2L100.form14, 139, 2, 0, 0, 0, false
P0.5N2L100.form15, 136, 3, 0, 1, 0, false
P0.5N2L100.form16, 130, 3, 0, 1, 1, false
P0.5N2L100.form17, 148, 6, 1, 2, 1, false
P0.5N2L100.form18, 136, 2, 0, 0, 0, false
P0.5N2L100.form19, 130, 2, 0, 0, 0, false
P0.5N2L100.form20, 133, 3, 0, 0, 0, false
P0.5N2L100.form21, 136, 3, 0, 1, 0, false
P0.5N2L100.form22, 145, 3, 0, 0, 0, false
P0.5N2L100.form23, 142, 3, 0, 0, 0, false
P0.5N2L100.form24, 145, 4, 0, 1, 1, false
P0.5N2L100.form25, 151, 3, 0, 1, 0, false
P0.5N2L100.form26, 151, 4, 0, 0, 0, false
P0.5N2L100.form27, 139, 2, 0, 0, 0, false
P0.5N2L100.form28, 145, 10, 0, 5, 0, false
P0.5N2L100.form29, 130, 9, 0, 4, 8, false
P0.5N2L100.form30, 121, 22, 0, 12, 1, false
P0.5N2L100.form31, 124, 3, 0, 1, 0, false
P0.5N2L100.form32, 142, 2, 0, 0, 0, false
P0.5N2L100.form33, 139, 6, 0, 3, 0, false
P0.5N2L100.form34, 130, 4, 0, 0, 0, false
P0.5N2L100.form35, 136, 3, 0, 0, 0, false
P0.5N2L100.form36, 154, 3, 0, 1, 0, false
P0.5N2L100.form37, 154, 3, 0, 0, 0, false
P0.5N2L100.form38, 124, 19, 0, 5, 10, false
P0.5N2L100.form39, 151, 4, 0, 0, 0, false
P0.5N2L100.form40, 154, 3, 0, 0, 0, false
P0.5N2L100.form41, 148, 3, 0, 0, 0, false
P0.5N2L100.form42, 148, 7, 1, 4, 0, false
P0.5N2L100.form43, 142, 3, 0, 0, 0, false
P0.5N2L100.form44, 136, 3, 0, 0, 0, false
P0.5N2L100.form45, 139, 3, 0, 1, 0, false
P0.5N2L100.form46, 127, 5, 0, 1, 1, false
P0.5N2L100.form47, 139, 4, 0, 1, 0, false
P0.5N2L100.form48, 145, 5, 0, 0, 0, false
P0.5N2L100.form49, 130, 10, 1, 1, 29, true
P0.5N2L100.form50, 130, 5, 0, 2, 0, false
P0.5N2L100.form51, 139, 6, 0, 2, 0, false
P0.5N2L100.form52, 124, 6, 0, 3, 0, false
P0.5N2L100.form53, 124, 4, 0, 0, 0, false
P0.5N2L100.form54, 136, 3, 0, 0, 9, true
P0.5N2L100.form55, 133, 4, 0, 0, 1, false
P0.5N2L100.form56, 139, 20, 0, 2, 0, false
P0.5N2L100.form57, 142, 3, 0, 0, 0, false
P0.5N2L100.form58, 130, 5, 1, 1, 0, false
P0.5N2L100.form59, 139, 6, 1, 2, 0, false
P0.5N2L100.form60, 136, 4, 0, 0, 0, false
P0.5N2L100.form61, 127, 5, 0, 1, 0, false
P0.5N2L100.form62, 127, 3, 0, 1, 0, false
P0.5N2L100.form63, 130, 14, 0, 6, 0, false
P0.5N2L100.form64, 142, 3, 0, 0, 0, false
P0.5N2L100.form65, 154, 4, 0, 1, 0, false
P0.5N2L100.form66, 136, 3, 0, 0, 0, false
P0.5N2L100.form67, 136, 4, 0, 1, 1, false
P0.5N2L100.form68, 142, 4, 0, 0, 0, false
P0.5N2L100.form69, 121, 3, 0, 0, 0, false
P0.5N2L100.form70, 127, 7, 0, 1, 0, false
P0.5N2L100.form71, 133, 11, 0, 3, 1, false
P0.5N2L100.form72, 136, 4, 0, 1, 1, false
P0.5N2L100.form73, 154, 3, 0, 0, 0, false
P0.5N2L100.form74, 139, 15, 1, 5, 1, false
P0.5N2L100.form75, 145, 5, 0, 0, 0, false
P0.5N2L100.form76, 136, 3, 0, 0, 0, false
P0.5N2L100.form77, 166, 6, 0, 1, 1, false
P0.5N2L100.form78, 136, 3, 0, 0, 0, false
P0.5N2L100.form79, 130, 7, 0, 2, 1, false
P0.5N2L100.form80, 145, 8, 0, 5, 21, false
P0.5N2L100.form81, 142, 3, 0, 0, 1, false
P0.5N2L100.form82, 145, 3, 0, 0, 0, false
P0.5N2L100.form83, 145, 3, 0, 0, 0, false
P0.5N2L100.form84, 130, 4, 0, 2, 0, false
P0.5N2L100.form85, 136, 3, 0, 0, 0, false
P0.5N2L100.form86, 148, 3, 1, 0, 0, false
P0.5N2L100.form87, 133, 3, 0, 1, 0, false
P0.5N2L100.form88, 139, 12, 1, 4, 7, true
P0.5N2L100.form89, 136, 5, 0, 1, 0, false
P0.5N2L100.form90, 124, 6, 0, 2, 0, false
P0.5N2L100.form91, 136, 3, 0, 0, 0, false
P0.5N2L100.form92, 148, 3, 0, 0, 0, false
P0.5N2L100.form93, 142, 14, 0, 1, 1, false
P0.5N2L100.form94, 145, 3, 0, 1, 1, false
P0.5N2L100.form95, 130, 2, 0, 0, 0, false
P0.5N2L100.form96, 142, 3, 0, 0, 0, false
P0.5N2L100.form97, 121, 3, 0, 0, 0, false
P0.5N2L100.form98, 148, 3, 0, 0, 1, false
P0.5N2L100.form99, 124, 4, 0, 1, 0, false
P0.5N2L100.form100, 136, 4, 0, 1, 0, false
P0.5N2L100.form101, 136, 3, 0, 0, 0, false
P0.5N2L100.form102, 142, 4, 0, 0, 0, false
P0.5N2L100.form103, 124, 3, 0, 0, 0, false
P0.5N2L100.form104, 133, 13, 0, 9, 2, false
P0.5N2L100.form105, 139, 13, 0, 8, 0, false
P0.5N2L100.form106, 145, 5, 0, 0, 0, false
P0.5N2L100.form107, 121, 4, 0, 2, 1, false
P0.5N2L100.form108, 151, 2, 0, 0, 0, false
P0.5N2L100.form109, 127, 4, 0, 2, 0, false
P0.5N2L100.form110, 130, 2, 0, 0, 0, false
P0.5N2L100.form111, 130, 2, 0, 0, 0, false
P0.5N2L100.form112, 127, 3, 0, 1, 0, false
P0.5N2L100.form113, 154, 3, 0, 1, 0, false
P0.5N2L100.form114, 154, 2, 0, 0, 0, false
P0.5N2L100.form115, 139, 3, 0, 0, 0, false
P0.5N2L100.form116, 124, 5, 0, 0, 0, false
P0.5N2L100.form117, 124, 4, 0, 0, 0, false
P0.5N2L100.form118, 139, 3, 0, 0, 0, false
P0.5N2L100.form119, 148, 86, 0, 28, 46, true
P0.5N2L100.form120, 130, 2, 0, 0, 0, false
P0.5N2L100.form121, 127, 3, 0, 1, 0, false
P0.5N2L100.form122, 148, 2, 0, 0, 1, false
P0.5N2L100.form123, 157, 2, 0, 0, 0, false
P0.5N2L100.form124, 151, 2, 0, 0, 0, false
P0.5N2L100.form125, 124, 4, 0, 0, 1, false
P0.5N2L100.form126, 142, 2, 0, 0, 0, false
P0.5N2L100.form127, 124, 4, 0, 1, 0, false
P0.5N2L100.form128, 127, 3, 0, 0, 0, false
P0.5N2L100.form129, 133, 2, 0, 0, 0, false
P0.5N2L100.form130, 127, 38, 0, 15, 4, false
P0.5N2L100.form131, 127, 3, 0, 1, 0, false
P0.5N2L100.form132, 136, 2, 0, 0, 0, false
P0.5N2L100.form133, 133, 3, 0, 1, 0, false
P0.5N2L100.form134, 130, 3, 0, 0, 0, false
P0.5N2L100.form135, 145, 5, 0, 1, 0, false
P0.5N2L100.form136, 148, 5, 0, 1, 0, false
P0.5N2L100.form137, 127, 3, 0, 0, 0, false
P0.5N2L100.form138, 145, 4, 0, 2, 0, false
P0.5N2L100.form139, 124, 5, 0, 1, 0, false
P0.5N2L100.form140, 145, 4, 0, 1, 0, false
P0.5N2L100.form141, 142, 2, 0, 0, 0, false
P0.5N2L100.form142, 133, 3, 0, 1, 0, false
P0.5N2L100.form143, 130, 2, 0, 0, 0, false
P0.5N2L100.form144, 148, 2, 0, 0, 0, false
P0.5N2L100.form145, 145, 3, 0, 0, 1, false
P0.5N2L100.form146, 127, 3, 0, 0, 0, false
P0.5N2L100.form147, 121, 5, 0, 1, 0, false
P0.5N2L100.form148, 148, 6, 1, 1, 23, true
P0.5N2L100.form149, 154, 4, 0, 1, 0, false
P0.5N2L100.form150, 133, 3, 0, 1, 0, false
P0.5N2L100.form151, 124, 3, 0, 1, 0, false
P0.5N2L100.form152, 136, 4, 0, 1, 0, false
P0.5N2L100.form153, 139, 3, 0, 1, 0, false
P0.5N2L100.form154, 139, 2, 0, 0, 0, false
P0.5N2L100.form155, 136, 14, 0, 11, 1, false
P0.5N2L100.form156, 136, 4, 0, 1, 0, false
P0.5N2L100.form157, 139, 3, 0, 0, 0, false
P0.5N2L100.form158, 139, 3, 0, 0, 0, false
P0.5N2L100.form159, 121, 3, 0, 0, 20, true
P0.5N2L100.form160, 145, 3, 0, 0, 16, true
P0.5N2L100.form161, 127, 7, 0, 2, 4, false
P0.5N2L100.form162, 130, 3, 0, 0, 0, false
P0.5N2L100.form163, 151, 3, 0, 0, 0, false
P0.5N2L100.form164, 157, 3, 0, 0, 0, false
P0.5N2L100.form165, 124, 11, 0, 1, 0, false
P0.5N2L100.form166, 154, 3, 0, 0, 0, false
P0.5N2L100.form167, 124, 2, 0, 0, 1, false
P0.5N2L100.form168, 142, 3, 0, 0, 0, false
P0.5N2L100.form169, 145, 3, 0, 1, 0, false
P0.5N2L100.form170, 136, 3, 0, 0, 0, false
P0.5N2L100.form171, 139, 3, 0, 1, 0, false
P0.5N2L100.form172, 145, 3, 0, 0, 0, false
P0.5N2L100.form173, 133, 3, 0, 1, 0, false
P0.5N2L100.form174, 133, 2, 0, 0, 1, false
P0.5N2L100.form175, 136, 4, 0, 1, 0, false
P0.5N2L100.form176, 136, 5, 0, 1, 0, false
P0.5N2L100.form177, 142, 4, 0, 1, 1, false
P0.5N2L100.form178, 133, 7, 0, 1, 0, false
P0.5N2L100.form179, 151, 5, 0, 0, 0, false
P0.5N2L100.form180, 121, 4, 0, 1, 0, false
P0.5N2L100.form181, 124, 2, 0, 0, 0, false
P0.5N2L100.form182, 139, 2, 0, 0, 1, false
P0.5N2L100.form183, 121, 3, 0, 0, 0, false
P0.5N2L100.form184, 130, 6, 0, 1, 1, false
P0.5N2L100.form185, 124, 5, 0, 0, 0, false
P0.5N2L100.form186, 136, 4, 0, 0, 0, false
P0.5N2L100.form187, 127, 3, 0, 1, 0, false
P0.5N2L100.form188, 136, 5, 0, 0, 0, false
P0.5N2L100.form189, 157, 3, 0, 1, 0, false
P0.5N2L100.form190, 136, 8, 0, 2, 59, true
P0.5N2L100.form191, 139, 3, 0, 0, 0, false
P0.5N2L100.form192, 145, 3, 0, 0, 0, false
P0.5N2L100.form193, 136, 3, 0, 0, 0, false
P0.5N2L100.form194, 130, 3, 0, 0, 0, false
P0.5N2L100.form195, 130, 4, 0, 0, 1, false
P0.5N2L100.form196, 157, 2, 0, 0, 0, false
P0.5N2L100.form197, 136, 2, 0, 0, 0, false
P0.5N2L100.form198, 145, 4, 1, 1, 0, false
P0.5N2L100.form199, 142, 3, 0, 1, 0, false
P0.5N2L100.form200, 121, 3, 0, 1, 0, false
P0.5N2L100.form201, 136, 4, 0, 1, 2, false
P0.5N2L100.form202, 133, 3, 0, 0, 14, true
P0.5N2L100.form203, 145, 2, 0, 0, 0, false
P0.5N2L100.form204, 136, 2, 0, 0, 0, false
P0.5N2L100.form205, 139, 6, 0, 2, 0, false
P0.5N2L100.form206, 127, 2, 0, 0, 0, false
P0.5N2L100.form207, 142, 4, 0, 2, 19, true
P0.5N2L100.form208, 136, 3, 0, 0, 2, false
P0.5N2L100.form209, 139, 3, 0, 0, 0, false
P0.5N2L100.form210, 145, 7, 0, 5, 0, false
P0.5N2L100.form211, 139, 13, 0, 7, 1, false
P0.5N2L100.form212, 148, 3, 1, 0, 1, false
P0.5N2L100.form213, 133, 3, 0, 0, 0, false
P0.5N2L100.form214, 145, 3, 0, 0, 21, true
P0.5N2L100.form215, 139, 5, 0, 1, 0, false
P0.5N2L100.form216, 124, 4, 0, 0, 0, false
P0.5N2L100.form217, 139, 4, 0, 2, 0, false
P0.5N2L100.form218, 127, 4, 0, 2, 0, false
P0.5N2L100.form219, 142, 2, 0, 0, 0, false
P0.5N2L100.form220, 139, 3, 0, 0, 0, false
P0.5N2L100.form221, 136, 2, 0, 0, 0, false
P0.5N2L100.form222, 148, 3, 0, 0, 0, false
P0.5N2L100.form223, 124, 10, 0, 3, 23, true
P0.5N2L100.form224, 139, 7, 0, 5, 2, false
P0.5N2L100.form225, 145, 3, 0, 0, 0, false
P0.5N2L100.form226, 139, 37, 1, 9, 0, false
P0.5N2L100.form227, 139, 3, 1, 0, 0, false
P0.5N2L100.form228, 142, 3, 0, 0, 0, false
P0.5N2L100.form229, 142, 3, 0, 0, 0, false
P0.5N2L100.form230, 154, 4, 0, 0, 0, false
P0.5N2L100.form231, 145, 3, 0, 0, 0, false
P0.5N2L100.form232, 145, 5, 0, 2, 0, false
P0.5N2L100.form233, 139, 2, 0, 0, 0, false
P0.5N2L100.form234, 145, 4, 0, 0, 15, true
P0.5N2L100.form235, 121, 4, 0, 1, 0, false
P0.5N2L100.form236, 136, 3, 0, 0, 0, false
P0.5N2L100.form237, 130, 3, 0, 0, 0, false
P0.5N2L100.form238, 130, 4, 1, 0, 0, false
P0.5N2L100.form239, 130, 3, 0, 0, 0, false
P0.5N2L100.form240, 136, 4, 0, 0, 0, false
P0.5N2L100.form241, 139, 3, 0, 0, 0, false
P0.5N2L100.form242, 151, 3, 0, 0, 0, false
P0.5N2L100.form243, 139, 4, 0, 0, 0, false
P0.5N2L100.form244, 130, 5, 0, 0, 0, false
P0.5N2L100.form245, 130, 4, 0, 1, 0, false
P0.5N2L100.form246, 139, 2, 0, 0, 0, false
P0.5N2L100.form247, 142, 3, 0, 0, 0, false
P0.5N2L100.form248, 136, 3, 0, 0, 0, false
P0.5N2L100.form249, 130, 4, 0, 1, 1, false
P0.5N2L100.form250, 148, 3, 0, 0, 0, false
P0.5N2L100.form251, 130, 4, 0, 1, 0, false
P0.5N2L100.form252, 145, 3, 0, 0, 0, false
P0.5N2L100.form253, 136, 5, 0, 0, 0, false
P0.5N2L100.form254, 136, 4, 0, 0, 0, false
P0.5N2L100.form255, 124, 6, 0, 3, 0, false
P0.5N2L100.form256, 133, 4, 0, 1, 0, false
P0.5N2L100.form257, 145, 2, 0, 0, 0, false
P0.5N2L100.form258, 130, 2, 0, 0, 0, false
P0.5N2L100.form259, 145, 9, 0, 3, 0, false
P0.5N2L100.form260, 136, 2, 0, 0, 0, false
P0.5N2L100.form261, 133, 2, 0, 0, 0, false
P0.5N2L100.form262, 121, 3, 0, 1, 1, false
P0.5N2L100.form263, 148, 3, 0, 0, 0, false
P0.5N2L100.form264, 133, 2, 0, 0, 0, false
P0.5N2L100.form265, 151, 2, 0, 0, 0, false
P0.5N2L100.form266, 133, 4, 0, 1, 0, false
P0.5N2L100.form267, 142, 4, 0, 1, 1, false
P0.5N2L100.form268, 148, 3, 0, 0, 14, true
P0.5N2L100.form269, 145, 6, 0, 1, 0, false
P0.5N2L100.form270, 127, 2, 0, 0, 0, false
P0.5N2L100.form271, 133, 3, 0, 1, 0, false
P0.5N2L100.form272, 127, 3, 0, 0, 0, false
P0.5N2L100.form273, 151, 3, 0, 0, 0, false
P0.5N2L100.form274, 139, 4, 0, 1, 46, true
P0.5N2L100.form275, 142, 6, 0, 2, 0, false
P0.5N2L100.form276, 160, 5, 0, 1, 0, false
P0.5N2L100.form277, 130, 5, 0, 3, 23, true
P0.5N2L100.form278, 142, 3, 0, 0, 0, false
P0.5N2L100.form279, 154, 3, 0, 0, 0, false
P0.5N2L100.form280, 145, 5, 0, 2, 0, false
P0.5N2L100.form281, 124, 2, 0, 0, 0, false
P0.5N2L100.form282, 124, 2, 0, 0, 0, false
P0.5N2L100.form283, 142, 3, 0, 0, 0, false
P0.5N2L100.form284, 139, 5, 1, 2, 1, false
P0.5N2L100.form285, 139, 3, 0, 1, 0, false
P0.5N2L100.form286, 133, 4, 0, 1, 0, false
P0.5N2L100.form287, 139, 3, 0, 0, 1, false
P0.5N2L100.form288, 151, 4, 0, 0, 0, false
P0.5N2L100.form289, 133, 4, 0, 1, 12, true
P0.5N2L100.form290, 133, 3, 0, 0, 0, false
P0.5N2L100.form291, 133, 2, 0, 0, 13, true
P0.5N2L100.form292, 145, 5, 0, 2, 0, false
P0.5N2L100.form293, 145, 4, 0, 0, 0, false
P0.5N2L100.form294, 127, 8, 0, 4, 1, false
P0.5N2L100.form295, 145, 3, 0, 1, 0, false
P0.5N2L100.form296, 154, 2, 0, 0, 0, false
P0.5N2L100.form297, 148, 2, 0, 0, 0, false
P0.5N2L100.form298, 133, 8, 0, 2, 0, false
P0.5N2L100.form299, 145, 3, 0, 1, 0, false
P0.5N2L100.form300, 139, 5, 0, 3, 1, false
P0.5N2L100.form301, 145, 3, 0, 1, 37, true
P0.5N2L100.form302, 148, 3, 0, 0, 0, false
P0.5N2L100.form303, 136, 4, 0, 1, 0, false
P0.5N2L100.form304, 130, 2, 0, 0, 0, false
P0.5N2L100.form305, 151, 3, 0, 1, 0, false
P0.5N2L100.form306, 148, 3, 0, 0, 0, false
P0.5N2L100.form307, 136, 2, 0, 0, 0, false
P0.5N2L100.form308, 124, 3, 0, 1, 0, false
P0.5N2L100.form309, 145, 26, 1, 6, 21, true
P0.5N2L100.form310, 136, 3, 0, 0, 0, false
P0.5N2L100.form311, 148, 2, 0, 0, 64, true
P0.5N2L100.form312, 136, 3, 1, 0, 0, false
P0.5N2L100.form313, 139, 3, 0, 1, 0, false
P0.5N2L100.form314, 133, 5, 0, 1, 0, false
P0.5N2L100.form315, 133, 2, 0, 0, 0, false
P0.5N2L100.form316, 145, 2, 0, 0, 0, false
P0.5N2L100.form317, 133, 2, 0, 0, 0, false
P0.5N2L100.form318, 136, 4, 0, 2, 0, false
P0.5N2L100.form319, 124, 3, 0, 1, 0, false
P0.5N2L100.form320, 133, 2, 0, 0, 0, false
P0.5N2L100.form321, 157, 3, 0, 0, 0, false
P0.5N2L100.form322, 127, 2, 0, 0, 0, false
P0.5N2L100.form323, 136, 2, 0, 0, 1, false
P0.5N2L100.form324, 136, 2, 0, 0, 0, false
P0.5N2L100.form325, 127, 3, 0, 0, 0, false
P0.5N2L100.form326, 157, 3, 0, 1, 0, false
P0.5N2L100.form327, 145, 2, 0, 0, 0, false
P0.5N2L100.form328, 145, 2, 0, 0, 0, false
P0.5N2L100.form329, 121, 4, 0, 0, 0, false
P0.5N2L100.form330, 133, 13, 0, 2, 5, true
P0.5N2L100.form331, 130, 4, 0, 1, 0, false
P0.5N2L100.form332, 136, 2, 0, 0, 0, false
P0.5N2L100.form333, 139, 3, 0, 1, 0, false
P0.5N2L100.form334, 139, 2, 0, 0, 0, false
P0.5N2L100.form335, 142, 20, 0, 13, 1, false
P0.5N2L100.form336, 148, 7, 0, 2, 2, false
P0.5N2L100.form337, 136, 3, 0, 0, 0, false
P0.5N2L100.form338, 124, 2, 0, 0, 0, false
P0.5N2L100.form339, 148, 9, 0, 5, 0, false
P0.5N2L100.form340, 139, 4, 0, 2, 0, false
P0.5N2L100.form341, 121, 3, 0, 1, 0, false
P0.5N2L100.form342, 130, 2, 0, 0, 0, false
P0.5N2L100.form343, 136, 9, 1, 4, 0, false
P0.5N2L100.form344, 142, 2, 0, 0, 0, false
P0.5N2L100.form345, 136, 3, 0, 0, 0, false
P0.5N2L100.form346, 130, 3, 0, 1, 0, false
P0.5N2L100.form347, 148, 2, 0, 0, 0, false
P0.5N2L100.form348, 139, 8, 0, 0, 6, true
P0.5N2L100.form349, 142, 6, 1, 2, 0, false
P0.5N2L100.form350, 127, 4, 0, 1, 0, false
P0.5N2L100.form351, 145, 4, 0, 0, 0, false
P0.5N2L100.form352, 148, 2, 0, 0, 0, false
P0.5N2L100.form353, 136, 3, 0, 0, 0, false
P0.5N2L100.form354, 133, 4, 0, 1, 0, false
P0.5N2L100.form355, 124, 3, 0, 0, 0, false
P0.5N2L100.form356, 124, 3, 0, 0, 0, false
P0.5N2L100.form357, 151, 2, 0, 0, 0, false
P0.5N2L100.form358, 148, 3, 0, 1, 0, false
P0.5N2L100.form359, 133, 2, 0, 0, 0, false
P0.5N2L100.form360, 127, 2, 0, 0, 0, false
P0.5N2L100.form361, 139, 9, 0, 6, 0, false
P0.5N2L100.form362, 139, 2, 0, 0, 0, false
P0.5N2L100.form363, 151, 10, 0, 2, 2, false
P0.5N2L100.form364, 127, 4, 0, 2, 0, false
P0.5N2L100.form365, 136, 3, 0, 0, 0, false
P0.5N2L100.form366, 157, 3, 0, 0, 0, false
P0.5N2L100.form367, 139, 4, 0, 1, 0, false
P0.5N2L100.form368, 148, 5, 0, 1, 0, false
P0.5N2L100.form369, 139, 2, 0, 0, 0, false
P0.5N2L100.form370, 151, 2, 0, 0, 0, false
P0.5N2L100.form371, 151, 2, 0, 0, 0, false
P0.5N2L100.form372, 130, 3, 0, 1, 0, false
P0.5N2L100.form373, 136, 3, 0, 0, 0, false
P0.5N2L100.form374, 124, 2, 0, 0, 1, false
P0.5N2L100.form375, 124, 2, 0, 0, 0, false
P0.5N2L100.form376, 130, 3, 0, 0, 0, false
P0.5N2L100.form377, 142, 5, 0, 3, 18, true
P0.5N2L100.form378, 142, 7, 1, 4, 0, false
P0.5N2L100.form379, 124, 2, 0, 0, 0, false
P0.5N2L100.form380, 145, 2, 0, 0, 1, false
P0.5N2L100.form381, 148, 8, 0, 4, 1, false
P0.5N2L100.form382, 130, 6, 0, 3, 1, false
P0.5N2L100.form383, 145, 4, 0, 2, 0, false
P0.5N2L100.form384, 127, 3, 0, 0, 0, false
P0.5N2L100.form385, 133, 3, 0, 1, 0, false
P0.5N2L100.form386, 154, 3, 0, 0, 0, false
P0.5N2L100.form387, 133, 4, 0, 1, 0, false
P0.5N2L100.form388, 133, 2, 0, 0, 0, false
P0.5N2L100.form389, 136, 2, 0, 0, 0, false
P0.5N2L100.form390, 154, 5, 0, 2, 0, false
P0.5N2L100.form391, 139, 4, 0, 2, 0, false
P0.5N2L100.form392, 133, 8, 0, 2, 1, false
P0.5N2L100.form393, 154, 8, 0, 5, 1, false
P0.5N2L100.form394, 142, 3, 0, 0, 1, false
P0.5N2L100.form395, 151, 3, 0, 0, 0, false
P0.5N2L100.form396, 148, 13, 0, 0, 0, false
P0.5N2L100.form397, 133, 4, 0, 0, 0, false
P0.5N2L100.form398, 139, 3, 0, 0, 0, false
P0.5N2L100.form399, 133, 3, 0, 0, 0, false
P0.5N2L100.form400, 145, 4, 0, 1, 80, true
P0.5N2L100.form401, 133, 2, 0, 0, 0, false
P0.5N2L100.form402, 133, 4, 0, 1, 0, false
P0.5N2L100.form403, 142, 2, 0, 0, 0, false
P0.5N2L100.form404, 148, 3, 0, 0, 0, false
P0.5N2L100.form405, 142, 2, 0, 0, 1, false
P0.5N2L100.form406, 139, 6, 0, 4, 0, false
P0.5N2L100.form407, 154, 2, 0, 0, 0, false
P0.5N2L100.form408, 133, 2, 0, 0, 0, false
P0.5N2L100.form409, 148, 3, 0, 1, 0, false
P0.5N2L100.form410, 118, 3, 0, 1, 0, false
P0.5N2L100.form411, 136, 5, 0, 3, 1, false
P0.5N2L100.form412, 130, 3, 0, 0, 0, false
P0.5N2L100.form413, 136, 2, 0, 0, 0, false
